DIMERS;Xshift;Yshift;Zshift;alpha_deg;CPL;CPL_meV;CPL_cm-1
ND3.5X270X90d3.4;-9.1897;0.2503;3.4982;270;0;0;0
ND3.5X270X90d3.6;-9.7291;0.2503;3.4981;270;0;0;0
ND3.5X270X90d3.8;-10.2684;0.2503;3.498;270;0;0;0
ND3.5X270X90d4.0;-10.8077;0.2503;3.4979;270;0;0;0
ND3.5X270X90d4.2;-11.3471;0.2503;3.4978;270;0;0;0
ND4.5X270X90d0.0;-0.0212;0.2502;4.5;270;0;0;0
ND4.5X270X90d0.2;-0.5605;0.2502;4.4999;270;0;0;0
ND4.5X270X90d0.4;-1.0999;0.2502;4.4998;270;0;0;0
ND4.5X270X90d0.6;-1.6392;0.2502;4.4997;270;0;0;0
ND4.5X270X90d0.8;-2.1785;0.2502;4.4996;270;0;0;0
ND4.5X270X90d1.0;-2.7179;0.2502;4.4995;270;-0.0001;-0.1;-0.806554
ND4.5X270X90d1.2;-3.2572;0.2502;4.4994;270;-0.0001;-0.1;-0.806554
ND4.5X270X90d1.4;-3.7965;0.2502;4.4993;270;-0.0001;-0.1;-0.806554
ND4.5X270X90d1.6;-4.3358;0.2502;4.4992;270;-0.0001;-0.1;-0.806554
ND4.5X270X90d1.8;-4.8752;0.2502;4.4991;270;-0.0001;-0.1;-0.806554
ND4.5X270X90d2.0;-5.4145;0.2502;4.499;270;-0.0001;-0.1;-0.806554
ND4.5X270X90d2.2;-5.9538;0.2502;4.4989;270;-0.0001;-0.1;-0.806554
ND4.5X270X90d2.4;-6.4932;0.2502;4.4987;270;-0.0001;-0.1;-0.806554
ND4.5X270X90d2.6;-7.0325;0.2502;4.4986;270;-0.0001;-0.1;-0.806554
ND4.5X270X90d2.8;-7.5718;0.2502;4.4985;270;-0.0001;-0.1;-0.806554
ND4.5X270X90d3.0;-8.1112;0.2502;4.4984;270;0;0;0
ND4.5X270X90d3.2;-8.6505;0.2502;4.4983;270;0;0;0
ND4.5X270X90d3.4;-9.1898;0.2502;4.4982;270;0;0;0
ND4.5X270X90d3.6;-9.7292;0.2502;4.4981;270;0;0;0
ND4.5X270X90d3.8;-10.2685;0.2502;4.498;270;0;0;0
ND4.5X270X90d4.0;-10.8078;0.2502;4.4979;270;0;0;0
ND4.5X270X90d4.2;-11.3472;0.2502;4.4978;270;0;0;0
ND5.5X270X90d0.0;-0.0213;0.2502;5.5;270;0;0;0
ND5.5X270X90d0.2;-0.5606;0.2502;5.4999;270;0;0;0
ND5.5X270X90d0.4;-1.1;0.2502;5.4998;270;0;0;0
ND5.5X270X90d0.6;-1.6393;0.2502;5.4997;270;0;0;0
ND5.5X270X90d0.8;-2.1786;0.2502;5.4996;270;0;0;0
ND5.5X270X90d1.0;-2.718;0.2502;5.4995;270;0;0;0
ND5.5X270X90d1.2;-3.2573;0.2502;5.4994;270;0;0;0
ND5.5X270X90d1.4;-3.7966;0.2502;5.4993;270;0;0;0
ND5.5X270X90d1.6;-4.336;0.2502;5.4992;270;0;0;0
ND5.5X270X90d1.8;-4.8753;0.2502;5.4991;270;0;0;0
ND5.5X270X90d2.0;-5.4146;0.2502;5.499;270;0;0;0
ND5.5X270X90d2.2;-5.954;0.2502;5.4989;270;0;0;0
ND5.5X270X90d2.4;-6.4933;0.2502;5.4987;270;0;0;0
ND5.5X270X90d2.6;-7.0326;0.2502;5.4986;270;0;0;0
ND5.5X270X90d2.8;-7.572;0.2502;5.4985;270;0;0;0
ND5.5X270X90d3.0;-8.1113;0.2502;5.4984;270;0;0;0
ND5.5X270X90d3.2;-8.6506;0.2502;5.4983;270;0;0;0
ND5.5X270X90d3.4;-9.19;0.2502;5.4982;270;0;0;0
ND5.5X270X90d3.6;-9.7293;0.2502;5.4981;270;0;0;0
ND5.5X270X90d3.8;-10.2686;0.2502;5.498;270;0;0;0
ND5.5X270X90d4.0;-10.808;0.2502;5.4979;270;0;0;0
ND5.5X270X90d4.2;-11.3473;0.2502;5.4978;270;0;0;0
ND6.5X270X90d0.0;-0.0214;0.2501;6.5;270;0;0;0
ND6.5X270X90d0.2;-0.5608;0.2501;6.4999;270;0;0;0
ND6.5X270X90d0.4;-1.1001;0.2501;6.4998;270;0;0;0
ND6.5X270X90d0.6;-1.6394;0.2501;6.4997;270;0;0;0
ND6.5X270X90d0.8;-2.1788;0.2501;6.4996;270;0;0;0
ND6.5X270X90d1.0;-2.7181;0.2501;6.4995;270;0;0;0
ND6.5X270X90d1.2;-3.2574;0.2501;6.4994;270;0;0;0
ND6.5X270X90d1.4;-3.7968;0.2501;6.4993;270;0;0;0
ND6.5X270X90d1.6;-4.3361;0.2501;6.4992;270;0;0;0
ND6.5X270X90d1.8;-4.8754;0.2501;6.4991;270;0;0;0
ND6.5X270X90d2.0;-5.4148;0.2501;6.499;270;0;0;0
ND6.5X270X90d2.2;-5.9541;0.2501;6.4989;270;0;0;0
ND6.5X270X90d2.4;-6.4934;0.2501;6.4987;270;0;0;0
ND6.5X270X90d2.6;-7.0328;0.2501;6.4986;270;0;0;0
ND6.5X270X90d2.8;-7.5721;0.2501;6.4985;270;0;0;0
ND6.5X270X90d3.0;-8.1114;0.2501;6.4984;270;0;0;0
ND6.5X270X90d3.2;-8.6508;0.2501;6.4983;270;0;0;0
ND6.5X270X90d3.4;-9.1901;0.2501;6.4982;270;0;0;0
ND6.5X270X90d3.6;-9.7294;0.2501;6.4981;270;0;0;0
ND6.5X270X90d3.8;-10.2688;0.2501;6.498;270;0;0;0
ND6.5X270X90d4.0;-10.8081;0.2501;6.4979;270;0;0;0
ND6.5X270X90d4.2;-11.3474;0.2501;6.4978;270;0;0;0
ND7.5X270X90d0.0;-0.0215;0.25;7.5;270;0;0;0
ND7.5X270X90d0.2;-0.5609;0.25;7.4999;270;0;0;0
ND7.5X270X90d0.4;-1.1002;0.25;7.4998;270;0;0;0
ND7.5X270X90d0.6;-1.6395;0.25;7.4997;270;0;0;0
ND7.5X270X90d0.8;-2.1789;0.25;7.4996;270;0;0;0
ND7.5X270X90d1.0;-2.7182;0.25;7.4995;270;0;0;0
ND7.5X270X90d1.2;-3.2575;0.25;7.4994;270;0;0;0
ND7.5X270X90d1.4;-3.7969;0.25;7.4993;270;0;0;0
ND7.5X270X90d1.6;-4.3362;0.25;7.4992;270;0;0;0
ND7.5X270X90d1.8;-4.8755;0.25;7.4991;270;0;0;0
ND7.5X270X90d2.0;-5.4149;0.25;7.499;270;0;0;0
ND7.5X270X90d2.2;-5.9542;0.25;7.4989;270;0;0;0
ND7.5X270X90d2.4;-6.4935;0.25;7.4987;270;0;0;0
ND7.5X270X90d2.6;-7.0329;0.25;7.4986;270;0;0;0
ND7.5X270X90d2.8;-7.5722;0.25;7.4985;270;0;0;0
ND7.5X270X90d3.0;-8.1115;0.25;7.4984;270;0;0;0
ND7.5X270X90d3.2;-8.6509;0.25;7.4983;270;0;0;0
ND7.5X270X90d3.4;-9.1902;0.25;7.4982;270;0;0;0
ND7.5X270X90d3.6;-9.7295;0.25;7.4981;270;0;0;0
ND7.5X270X90d3.8;-10.2689;0.25;7.498;270;0;0;0
ND7.5X270X90d4.0;-10.8082;0.25;7.4979;270;0;0;0
ND7.5X270X90d4.2;-11.3475;0.25;7.4978;270;0;0;0
ND8.5X270X90d0.0;-0.0217;0.2499;8.5;270;0;0;0
ND8.5X270X90d0.2;-0.561;0.2499;8.4999;270;0;0;0
ND8.5X270X90d0.4;-1.1003;0.2499;8.4998;270;0;0;0
ND8.5X270X90d0.6;-1.6397;0.2499;8.4997;270;0;0;0
ND8.5X270X90d0.8;-2.179;0.2499;8.4996;270;0;0;0
ND8.5X270X90d1.0;-2.7183;0.2499;8.4995;270;0;0;0
ND8.5X270X90d1.2;-3.2577;0.2499;8.4994;270;0;0;0
ND8.5X270X90d1.4;-3.797;0.2499;8.4993;270;0;0;0
ND8.5X270X90d1.6;-4.3363;0.2499;8.4992;270;0;0;0
ND8.5X270X90d1.8;-4.8757;0.2499;8.4991;270;0;0;0
ND8.5X270X90d2.0;-5.415;0.2499;8.499;270;0;0;0
ND8.5X270X90d2.2;-5.9543;0.2499;8.4989;270;0;0;0
ND8.5X270X90d2.4;-6.4937;0.2499;8.4987;270;0;0;0
ND8.5X270X90d2.6;-7.033;0.2499;8.4986;270;0;0;0
ND8.5X270X90d2.8;-7.5723;0.2499;8.4985;270;0;0;0
ND8.5X270X90d3.0;-8.1117;0.2499;8.4984;270;0;0;0
ND8.5X270X90d3.2;-8.651;0.2499;8.4983;270;0;0;0
ND8.5X270X90d3.4;-9.1903;0.2499;8.4982;270;0;0;0
ND8.5X270X90d3.6;-9.7297;0.2499;8.4981;270;0;0;0
ND8.5X270X90d3.8;-10.269;0.2499;8.498;270;0;0;0
ND8.5X270X90d4.0;-10.8083;0.2499;8.4979;270;0;0;0
ND8.5X270X90d4.2;-11.3477;0.2499;8.4978;270;0;0;0
ND9.5X270X90d0.0;-0.0218;0.2498;9.5;270;0;0;0
ND9.5X270X90d0.2;-0.5611;0.2498;9.4999;270;0;0;0
ND9.5X270X90d0.4;-1.1004;0.2498;9.4998;270;0;0;0
ND9.5X270X90d0.6;-1.6398;0.2498;9.4997;270;0;0;0
ND9.5X270X90d0.8;-2.1791;0.2498;9.4996;270;0;0;0
ND9.5X270X90d1.0;-2.7184;0.2498;9.4995;270;0;0;0
ND9.5X270X90d1.2;-3.2578;0.2498;9.4994;270;0;0;0
ND9.5X270X90d1.4;-3.7971;0.2498;9.4993;270;0;0;0
ND9.5X270X90d1.6;-4.3364;0.2498;9.4992;270;0;0;0
ND9.5X270X90d1.8;-4.8758;0.2498;9.4991;270;0;0;0
ND9.5X270X90d2.0;-5.4151;0.2498;9.499;270;0;0;0
ND9.5X270X90d2.2;-5.9544;0.2498;9.4989;270;0;0;0
ND9.5X270X90d2.4;-6.4938;0.2498;9.4987;270;0;0;0
ND9.5X270X90d2.6;-7.0331;0.2498;9.4986;270;0;0;0
ND9.5X270X90d2.8;-7.5724;0.2498;9.4985;270;0;0;0
ND9.5X270X90d3.0;-8.1118;0.2498;9.4984;270;0;0;0
ND9.5X270X90d3.2;-8.6511;0.2498;9.4983;270;0;0;0
ND9.5X270X90d3.4;-9.1904;0.2498;9.4982;270;0;0;0
ND9.5X270X90d3.6;-9.7298;0.2498;9.4981;270;0;0;0
ND9.5X270X90d3.8;-10.2691;0.2498;9.498;270;0;0;0
ND9.5X270X90d4.0;-10.8084;0.2498;9.4979;270;0;0;0
ND9.5X270X90d4.2;-11.3478;0.2498;9.4978;270;0;0;0
ND3.0X300X0.0;-0.0603;0.1671;3;300;-0.0029;-2.9;-23.390066
ND3.0X300X0.2;-0.0603;0.7065;3;300;-0.0028;-2.8;-22.583512
ND3.0X300X0.4;-0.0603;1.2458;3;300;-0.0026;-2.6;-20.970404
ND3.0X300X0.6;-0.0603;1.7851;3;300;-0.0022;-2.2;-17.744188
ND3.0X300X0.8;-0.0603;2.3245;3;300;-0.0018;-1.8;-14.517972
ND3.0X300X1.0;-0.0603;2.8638;3;300;-0.0014;-1.4;-11.291756
ND3.0X300X1.2;-0.0603;3.4031;3;300;-0.0011;-1.1;-8.872094
ND3.0X300X1.4;-0.0603;3.9425;3;300;-0.0007;-0.7;-5.645878
ND3.0X300X1.6;-0.0603;4.4818;3;300;-0.0003;-0.3;-2.419662
ND3.0X300X1.8;-0.0603;5.0211;3;300;0;0;0
ND3.0X300X2.0;-0.0603;5.5605;3;300;0.0003;0.3;2.419662
ND3.0X300X2.2;-0.0603;6.0998;3;300;0.0005;0.5;4.03277
ND3.0X300X2.4;-0.0603;6.6391;3;300;0.0007;0.7;5.645878
ND3.0X300X2.6;-0.0603;7.1785;3;300;0.0008;0.8;6.452432
ND3.0X300X2.8;-0.0603;7.7178;3;300;0.0009;0.9;7.258986
ND3.0X300X3.0;-0.0603;8.2571;3;300;0.0009;0.9;7.258986
ND3.0X300X3.2;-0.0603;8.7965;3;300;0.0008;0.8;6.452432
ND3.0X300X3.4;-0.0603;9.3358;3;300;0.0008;0.8;6.452432
ND3.0X300X3.6;-0.0603;9.8751;3;300;0.0007;0.7;5.645878
ND3.0X300X3.8;-0.0603;10.4145;3;300;0.0007;0.7;5.645878
ND3.0X300X4.0;-0.0603;10.9538;3;300;0.0006;0.6;4.839324
ND3.0X300X4.2;-0.0603;11.4931;3;300;0.0006;0.6;4.839324
ND3.5X300X0.0;-0.0604;0.1671;3.5;300;-0.0024;-2.4;-19.357296
ND3.5X300X0.2;-0.0604;0.7064;3.5;300;-0.0023;-2.3;-18.550742
ND3.5X300X0.4;-0.0604;1.2458;3.5;300;-0.0022;-2.2;-17.744188
ND3.5X300X0.6;-0.0604;1.7851;3.5;300;-0.0019;-1.9;-15.324526
ND3.5X300X0.8;-0.0604;2.3244;3.5;300;-0.0016;-1.6;-12.904864
ND3.5X300X1.0;-0.0604;2.8638;3.5;300;-0.0013;-1.3;-10.485202
ND3.5X300X1.2;-0.0604;3.4031;3.5;300;-0.001;-1;-8.06554
ND3.5X300X1.4;-0.0604;3.9424;3.5;300;-0.0007;-0.7;-5.645878
ND3.5X300X1.6;-0.0604;4.4818;3.5;300;-0.0004;-0.4;-3.226216
ND3.5X300X1.8;-0.0604;5.0211;3.5;300;-0.0001;-0.1;-0.806554
ND3.5X300X2.0;-0.0604;5.5604;3.5;300;0.0002;0.2;1.613108
ND3.5X300X2.2;-0.0604;6.0998;3.5;300;0.0004;0.4;3.226216
ND3.5X300X2.4;-0.0604;6.6391;3.5;300;0.0005;0.5;4.03277
ND3.5X300X2.6;-0.0604;7.1784;3.5;300;0.0006;0.6;4.839324
ND3.5X300X2.8;-0.0604;7.7178;3.5;300;0.0007;0.7;5.645878
ND3.5X300X3.0;-0.0604;8.2571;3.5;300;0.0007;0.7;5.645878
ND3.5X300X3.2;-0.0604;8.7964;3.5;300;0.0007;0.7;5.645878
ND3.5X300X3.4;-0.0604;9.3358;3.5;300;0.0007;0.7;5.645878
ND3.5X300X3.6;-0.0604;9.8751;3.5;300;0.0006;0.6;4.839324
ND3.5X300X3.8;-0.0604;10.4144;3.5;300;0.0006;0.6;4.839324
ND3.5X300X4.0;-0.0604;10.9538;3.5;300;0.0005;0.5;4.03277
ND3.5X300X4.2;-0.0604;11.4931;3.5;300;0.0005;0.5;4.03277
ND4.5X300X0.0;-0.0605;0.167;4.5;300;-0.0017;-1.7;-13.711418
ND4.5X300X0.2;-0.0605;0.7064;4.5;300;-0.0016;-1.6;-12.904864
ND4.5X300X0.4;-0.0605;1.2457;4.5;300;-0.0015;-1.5;-12.09831
ND4.5X300X0.6;-0.0605;1.785;4.5;300;-0.0014;-1.4;-11.291756
ND4.5X300X0.8;-0.0605;2.3244;4.5;300;-0.0012;-1.2;-9.678648
ND4.5X300X1.0;-0.0605;2.8637;4.5;300;-0.001;-1;-8.06554
ND4.5X300X1.2;-0.0605;3.403;4.5;300;-0.0008;-0.8;-6.452432
ND4.5X300X1.4;-0.0605;3.9424;4.5;300;-0.0006;-0.6;-4.839324
ND4.5X300X1.6;-0.0605;4.4817;4.5;300;-0.0004;-0.4;-3.226216
ND4.5X300X1.8;-0.0605;5.021;4.5;300;-0.0002;-0.2;-1.613108
ND4.5X300X2.0;-0.0605;5.5604;4.5;300;0;0;0
ND4.5X300X2.2;-0.0605;6.0997;4.5;300;0.0001;0.1;0.806554
ND4.5X300X2.4;-0.0605;6.639;4.5;300;0.0003;0.3;2.419662
ND4.5X300X2.6;-0.0605;7.1784;4.5;300;0.0003;0.3;2.419662
ND4.5X300X2.8;-0.0605;7.7177;4.5;300;0.0004;0.4;3.226216
ND4.5X300X3.0;-0.0605;8.257;4.5;300;0.0004;0.4;3.226216
ND4.5X300X3.2;-0.0605;8.7964;4.5;300;0.0005;0.5;4.03277
ND4.5X300X3.4;-0.0605;9.3357;4.5;300;0.0005;0.5;4.03277
ND4.5X300X3.6;-0.0605;9.875;4.5;300;0.0005;0.5;4.03277
ND4.5X300X3.8;-0.0605;10.4144;4.5;300;0.0004;0.4;3.226216
ND4.5X300X4.0;-0.0605;10.9537;4.5;300;0.0004;0.4;3.226216
ND4.5X300X4.2;-0.0605;11.493;4.5;300;0.0004;0.4;3.226216
ND5.5X300X0.0;-0.0606;0.1669;5.5;300;-0.0012;-1.2;-9.678648
ND5.5X300X0.2;-0.0606;0.7063;5.5;300;-0.0012;-1.2;-9.678648
ND5.5X300X0.4;-0.0606;1.2456;5.5;300;-0.0011;-1.1;-8.872094
ND5.5X300X0.6;-0.0606;1.7849;5.5;300;-0.001;-1;-8.06554
ND5.5X300X0.8;-0.0606;2.3243;5.5;300;-0.0009;-0.9;-7.258986
ND5.5X300X1.0;-0.0606;2.8636;5.5;300;-0.0008;-0.8;-6.452432
ND5.5X300X1.2;-0.0606;3.4029;5.5;300;-0.0006;-0.6;-4.839324
ND5.5X300X1.4;-0.0606;3.9423;5.5;300;-0.0005;-0.5;-4.03277
ND5.5X300X1.6;-0.0606;4.4816;5.5;300;-0.0004;-0.4;-3.226216
ND5.5X300X1.8;-0.0606;5.0209;5.5;300;-0.0002;-0.2;-1.613108
ND5.5X300X2.0;-0.0606;5.5603;5.5;300;-0.0001;-0.1;-0.806554
ND5.5X300X2.2;-0.0606;6.0996;5.5;300;0;0;0
ND5.5X300X2.4;-0.0606;6.6389;5.5;300;0.0001;0.1;0.806554
ND5.5X300X2.6;-0.0606;7.1783;5.5;300;0.0002;0.2;1.613108
ND5.5X300X2.8;-0.0606;7.7176;5.5;300;0.0002;0.2;1.613108
ND5.5X300X3.0;-0.0606;8.2569;5.5;300;0.0003;0.3;2.419662
ND5.5X300X3.2;-0.0606;8.7963;5.5;300;0.0003;0.3;2.419662
ND5.5X300X3.4;-0.0606;9.3356;5.5;300;0.0003;0.3;2.419662
ND5.5X300X3.6;-0.0606;9.8749;5.5;300;0.0003;0.3;2.419662
ND5.5X300X3.8;-0.0606;10.4143;5.5;300;0.0003;0.3;2.419662
ND5.5X300X4.0;-0.0606;10.9536;5.5;300;0.0003;0.3;2.419662
ND5.5X300X4.2;-0.0606;11.4929;5.5;300;0.0003;0.3;2.419662
ND6.5X300X0.0;-0.0607;0.1669;6.5;300;-0.0009;-0.9;-7.258986
ND6.5X300X0.2;-0.0607;0.7062;6.5;300;-0.0009;-0.9;-7.258986
ND6.5X300X0.4;-0.0607;1.2455;6.5;300;-0.0008;-0.8;-6.452432
ND6.5X300X0.6;-0.0607;1.7849;6.5;300;-0.0008;-0.8;-6.452432
ND6.5X300X0.8;-0.0607;2.3242;6.5;300;-0.0007;-0.7;-5.645878
ND6.5X300X1.0;-0.0607;2.8635;6.5;300;-0.0006;-0.6;-4.839324
ND6.5X300X1.2;-0.0607;3.4029;6.5;300;-0.0005;-0.5;-4.03277
ND6.5X300X1.4;-0.0607;3.9422;6.5;300;-0.0004;-0.4;-3.226216
ND6.5X300X1.6;-0.0607;4.4815;6.5;300;-0.0003;-0.3;-2.419662
ND6.5X300X1.8;-0.0607;5.0209;6.5;300;-0.0002;-0.2;-1.613108
ND6.5X300X2.0;-0.0607;5.5602;6.5;300;-0.0001;-0.1;-0.806554
ND6.5X300X2.2;-0.0607;6.0995;6.5;300;-0.0001;-0.1;-0.806554
ND6.5X300X2.4;-0.0607;6.6389;6.5;300;0;0;0
ND6.5X300X2.6;-0.0607;7.1782;6.5;300;0.0001;0.1;0.806554
ND6.5X300X2.8;-0.0607;7.7175;6.5;300;0.0001;0.1;0.806554
ND6.5X300X3.0;-0.0607;8.2569;6.5;300;0.0002;0.2;1.613108
ND6.5X300X3.2;-0.0607;8.7962;6.5;300;0.0002;0.2;1.613108
ND6.5X300X3.4;-0.0607;9.3355;6.5;300;0.0002;0.2;1.613108
ND6.5X300X3.6;-0.0607;9.8749;6.5;300;0.0002;0.2;1.613108
ND6.5X300X3.8;-0.0607;10.4142;6.5;300;0.0002;0.2;1.613108
ND6.5X300X4.0;-0.0607;10.9535;6.5;300;0.0002;0.2;1.613108
ND6.5X300X4.2;-0.0607;11.4929;6.5;300;0.0002;0.2;1.613108
ND7.5X300X0.0;-0.0609;0.1668;7.5;300;-0.0007;-0.7;-5.645878
ND7.5X300X0.2;-0.0609;0.7061;7.5;300;-0.0006;-0.6;-4.839324
ND7.5X300X0.4;-0.0609;1.2455;7.5;300;-0.0006;-0.6;-4.839324
ND7.5X300X0.6;-0.0609;1.7848;7.5;300;-0.0006;-0.6;-4.839324
ND7.5X300X0.8;-0.0609;2.3241;7.5;300;-0.0005;-0.5;-4.03277
ND7.5X300X1.0;-0.0609;2.8635;7.5;300;-0.0005;-0.5;-4.03277
ND7.5X300X1.2;-0.0609;3.4028;7.5;300;-0.0004;-0.4;-3.226216
ND7.5X300X1.4;-0.0609;3.9421;7.5;300;-0.0004;-0.4;-3.226216
ND7.5X300X1.6;-0.0609;4.4815;7.5;300;-0.0003;-0.3;-2.419662
ND7.5X300X1.8;-0.0609;5.0208;7.5;300;-0.0002;-0.2;-1.613108
ND7.5X300X2.0;-0.0609;5.5601;7.5;300;-0.0002;-0.2;-1.613108
ND7.5X300X2.2;-0.0609;6.0995;7.5;300;-0.0001;-0.1;-0.806554
ND7.5X300X2.4;-0.0609;6.6388;7.5;300;0;0;0
ND7.5X300X2.6;-0.0609;7.1781;7.5;300;0;0;0
ND7.5X300X2.8;-0.0609;7.7175;7.5;300;0;0;0
ND7.5X300X3.0;-0.0609;8.2568;7.5;300;0.0001;0.1;0.806554
ND7.5X300X3.2;-0.0609;8.7961;7.5;300;0.0001;0.1;0.806554
ND7.5X300X3.4;-0.0609;9.3355;7.5;300;0.0001;0.1;0.806554
ND7.5X300X3.6;-0.0609;9.8748;7.5;300;0.0001;0.1;0.806554
ND7.5X300X3.8;-0.0609;10.4141;7.5;300;0.0002;0.2;1.613108
ND7.5X300X4.0;-0.0609;10.9535;7.5;300;0.0002;0.2;1.613108
ND7.5X300X4.2;-0.0609;11.4928;7.5;300;0.0002;0.2;1.613108
ND8.5X300X0.0;-0.061;0.1667;8.5;300;-0.0005;-0.5;-4.03277
ND8.5X300X0.2;-0.061;0.706;8.5;300;-0.0005;-0.5;-4.03277
ND8.5X300X0.4;-0.061;1.2454;8.5;300;-0.0005;-0.5;-4.03277
ND8.5X300X0.6;-0.061;1.7847;8.5;300;-0.0005;-0.5;-4.03277
ND8.5X300X0.8;-0.061;2.324;8.5;300;-0.0004;-0.4;-3.226216
ND8.5X300X1.0;-0.061;2.8634;8.5;300;-0.0004;-0.4;-3.226216
ND8.5X300X1.2;-0.061;3.4027;8.5;300;-0.0003;-0.3;-2.419662
ND8.5X300X1.4;-0.061;3.942;8.5;300;-0.0003;-0.3;-2.419662
ND8.5X300X1.6;-0.061;4.4814;8.5;300;-0.0003;-0.3;-2.419662
ND8.5X300X1.8;-0.061;5.0207;8.5;300;-0.0002;-0.2;-1.613108
ND8.5X300X2.0;-0.061;5.56;8.5;300;-0.0002;-0.2;-1.613108
ND8.5X300X2.2;-0.061;6.0994;8.5;300;-0.0001;-0.1;-0.806554
ND8.5X300X2.4;-0.061;6.6387;8.5;300;-0.0001;-0.1;-0.806554
ND8.5X300X2.6;-0.061;7.178;8.5;300;0;0;0
ND8.5X300X2.8;-0.061;7.7174;8.5;300;0;0;0
ND8.5X300X3.0;-0.061;8.2567;8.5;300;0;0;0
ND8.5X300X3.2;-0.061;8.796;8.5;300;0.0001;0.1;0.806554
ND8.5X300X3.4;-0.061;9.3354;8.5;300;0.0001;0.1;0.806554
ND8.5X300X3.6;-0.061;9.8747;8.5;300;0.0001;0.1;0.806554
ND8.5X300X3.8;-0.061;10.414;8.5;300;0.0001;0.1;0.806554
ND8.5X300X4.0;-0.061;10.9534;8.5;300;0.0001;0.1;0.806554
ND8.5X300X4.2;-0.061;11.4927;8.5;300;0.0001;0.1;0.806554
ND9.5X300X0.0;-0.0611;0.1666;9.5;300;-0.0004;-0.4;-3.226216
ND9.5X300X0.2;-0.0611;0.706;9.5;300;-0.0004;-0.4;-3.226216
ND9.5X300X0.4;-0.0611;1.2453;9.5;300;-0.0004;-0.4;-3.226216
ND9.5X300X0.6;-0.0611;1.7846;9.5;300;-0.0004;-0.4;-3.226216
ND9.5X300X0.8;-0.0611;2.324;9.5;300;-0.0003;-0.3;-2.419662
ND9.5X300X1.0;-0.0611;2.8633;9.5;300;-0.0003;-0.3;-2.419662
ND9.5X300X1.2;-0.0611;3.4026;9.5;300;-0.0003;-0.3;-2.419662
ND9.5X300X1.4;-0.0611;3.942;9.5;300;-0.0002;-0.2;-1.613108
ND9.5X300X1.6;-0.0611;4.4813;9.5;300;-0.0002;-0.2;-1.613108
ND9.5X300X1.8;-0.0611;5.0206;9.5;300;-0.0002;-0.2;-1.613108
ND9.5X300X2.0;-0.0611;5.56;9.5;300;-0.0001;-0.1;-0.806554
ND9.5X300X2.2;-0.0611;6.0993;9.5;300;-0.0001;-0.1;-0.806554
ND9.5X300X2.4;-0.0611;6.6386;9.5;300;-0.0001;-0.1;-0.806554
ND9.5X300X2.6;-0.0611;7.178;9.5;300;-0.0001;-0.1;-0.806554
ND9.5X300X2.8;-0.0611;7.7173;9.5;300;0;0;0
ND9.5X300X3.0;-0.0611;8.2566;9.5;300;0;0;0
ND9.5X300X3.2;-0.0611;8.796;9.5;300;0;0;0
ND9.5X300X3.4;-0.0611;9.3353;9.5;300;0;0;0
ND9.5X300X3.6;-0.0611;9.8746;9.5;300;0.0001;0.1;0.806554
ND9.5X300X3.8;-0.0611;10.414;9.5;300;0.0001;0.1;0.806554
ND9.5X300X4.0;-0.0611;10.9533;9.5;300;0.0001;0.1;0.806554
ND9.5X300X4.2;-0.0611;11.4926;9.5;300;0.0001;0.1;0.806554
ND3.0X300X45d0.0;-0.0603;0.1671;3;300;-0.0029;-2.9;-23.390066
ND3.0X300X45d0.2;-0.4417;0.5485;2.9999;300;-0.003;-3;-24.19662
ND3.0X300X45d0.4;-0.8231;0.9299;2.9999;300;-0.003;-3;-24.19662
ND3.0X300X45d0.6;-1.2044;1.3112;2.9998;300;-0.003;-3;-24.19662
ND3.0X300X45d0.8;-1.5858;1.6926;2.9998;300;-0.0029;-2.9;-23.390066
ND3.0X300X45d1.0;-1.9671;2.074;2.9997;300;-0.0028;-2.8;-22.583512
ND3.0X300X45d1.2;-2.3485;2.4553;2.9997;300;-0.0027;-2.7;-21.776958
ND3.0X300X45d1.4;-2.7299;2.8367;2.9996;300;-0.0026;-2.6;-20.970404
ND3.0X300X45d1.6;-3.1112;3.2181;2.9995;300;-0.0025;-2.5;-20.16385
ND3.0X300X45d1.8;-3.4926;3.5994;2.9995;300;-0.0024;-2.4;-19.357296
ND3.0X300X45d2.0;-3.874;3.9808;2.9994;300;-0.0022;-2.2;-17.744188
ND3.0X300X45d2.2;-4.2553;4.3622;2.9994;300;-0.002;-2;-16.13108
ND3.0X300X45d2.4;-4.6367;4.7435;2.9993;300;-0.0018;-1.8;-14.517972
ND3.0X300X45d2.6;-5.0181;5.1249;2.9993;300;-0.0016;-1.6;-12.904864
ND3.0X300X45d2.8;-5.3994;5.5063;2.9992;300;-0.0014;-1.4;-11.291756
ND3.0X300X45d3.0;-5.7808;5.8876;2.9991;300;-0.0013;-1.3;-10.485202
ND3.0X300X45d3.2;-6.1622;6.269;2.9991;300;-0.0011;-1.1;-8.872094
ND3.0X300X45d3.4;-6.5435;6.6504;2.999;300;-0.001;-1;-8.06554
ND3.0X300X45d3.6;-6.9249;7.0317;2.999;300;-0.0009;-0.9;-7.258986
ND3.0X300X45d3.8;-7.3063;7.4131;2.9989;300;-0.0008;-0.8;-6.452432
ND3.0X300X45d4.0;-7.6876;7.7945;2.9989;300;-0.0007;-0.7;-5.645878
ND3.0X300X45d4.2;-8.069;8.1758;2.9988;300;-0.0006;-0.6;-4.839324
