DIMERS;Xshift;Yshift;Zshift;alpha_deg;CPL;CPL_meV;CPL_cm-1
ND4.5X90X90d0.0;0.25;0.0203;4.5;90;0;0;0
ND4.5X90X90d0.2;-0.2893;0.0203;4.4999;90;0;0;0
ND4.5X90X90d0.4;-0.8286;0.0203;4.4998;90;0;0;0
ND4.5X90X90d0.6;-1.368;0.0203;4.4997;90;0;0;0
ND4.5X90X90d0.8;-1.9073;0.0203;4.4996;90;0;0;0
ND4.5X90X90d1.0;-2.4466;0.0203;4.4995;90;0;0;0
ND4.5X90X90d1.2;-2.986;0.0203;4.4994;90;0;0;0
ND4.5X90X90d1.4;-3.5253;0.0203;4.4993;90;0;0;0
ND4.5X90X90d1.6;-4.0646;0.0203;4.4992;90;0;0;0
ND4.5X90X90d1.8;-4.604;0.0203;4.4991;90;0;0;0
ND4.5X90X90d2.0;-5.1433;0.0203;4.499;90;0;0;0
ND4.5X90X90d2.2;-5.6826;0.0203;4.4989;90;0;0;0
ND4.5X90X90d2.4;-6.222;0.0203;4.4988;90;0;0;0
ND4.5X90X90d2.6;-6.7613;0.0203;4.4987;90;0;0;0
ND4.5X90X90d2.8;-7.3006;0.0203;4.4986;90;0;0;0
ND4.5X90X90d3.0;-7.84;0.0203;4.4984;90;0;0;0
ND4.5X90X90d3.2;-8.3793;0.0203;4.4983;90;0;0;0
ND4.5X90X90d3.4;-8.9186;0.0203;4.4982;90;0;0;0
ND4.5X90X90d3.6;-9.458;0.0203;4.4981;90;0;0;0
ND4.5X90X90d3.8;-9.9973;0.0203;4.498;90;0;0;0
ND4.5X90X90d4.0;-10.5366;0.0203;4.4979;90;0;0;0
ND4.5X90X90d4.2;-11.076;0.0203;4.4978;90;0;0;0
ND5.5X90X90d0.0;0.2499;0.0202;5.5;90;0;0;0
ND5.5X90X90d0.2;-0.2894;0.0202;5.4999;90;0;0;0
ND5.5X90X90d0.4;-0.8287;0.0202;5.4998;90;0;0;0
ND5.5X90X90d0.6;-1.3681;0.0202;5.4997;90;0;0;0
ND5.5X90X90d0.8;-1.9074;0.0202;5.4996;90;0;0;0
ND5.5X90X90d1.0;-2.4467;0.0202;5.4995;90;0;0;0
ND5.5X90X90d1.2;-2.9861;0.0202;5.4994;90;0;0;0
ND5.5X90X90d1.4;-3.5254;0.0202;5.4993;90;0;0;0
ND5.5X90X90d1.6;-4.0647;0.0202;5.4992;90;0;0;0
ND5.5X90X90d1.8;-4.6041;0.0202;5.4991;90;0;0;0
ND5.5X90X90d2.0;-5.1434;0.0202;5.499;90;0;0;0
ND5.5X90X90d2.2;-5.6827;0.0202;5.4989;90;0;0;0
ND5.5X90X90d2.4;-6.2221;0.0202;5.4988;90;0;0;0
ND5.5X90X90d2.6;-6.7614;0.0202;5.4987;90;0;0;0
ND5.5X90X90d2.8;-7.3007;0.0202;5.4986;90;0;0;0
ND5.5X90X90d3.0;-7.8401;0.0202;5.4984;90;0;0;0
ND5.5X90X90d3.2;-8.3794;0.0202;5.4983;90;0;0;0
ND5.5X90X90d3.4;-8.9187;0.0202;5.4982;90;0;0;0
ND5.5X90X90d3.6;-9.4581;0.0202;5.4981;90;0;0;0
ND5.5X90X90d3.8;-9.9974;0.0202;5.498;90;0;0;0
ND5.5X90X90d4.0;-10.5367;0.0202;5.4979;90;0;0;0
ND5.5X90X90d4.2;-11.0761;0.0202;5.4978;90;0;0;0
ND3.5X180X0.0;0.2295;0.271;3.5;180;0.0052;5.2;41.940808
ND3.5X180X0.2;0.2295;0.8103;3.5;180;0.0049;4.9;39.521146
ND3.5X180X0.4;0.2295;1.3496;3.5;180;0.0045;4.5;36.29493
ND3.5X180X0.6;0.2295;1.889;3.5;180;0.004;4;32.26216
ND3.5X180X0.8;0.2295;2.4283;3.5;180;0.0034;3.4;27.422836
ND3.5X180X1.0;0.2295;2.9676;3.5;180;0.0028;2.8;22.583512
ND3.5X180X1.2;0.2295;3.507;3.5;180;0.0022;2.2;17.744188
ND3.5X180X1.4;0.2295;4.0463;3.5;180;0.0016;1.6;12.904864
ND3.5X180X1.6;0.2295;4.5856;3.5;180;0.0011;1.1;8.872094
ND3.5X180X1.8;0.2295;5.125;3.5;180;0.0005;0.5;4.03277
ND3.5X180X2.0;0.2295;5.6643;3.5;180;-0.0001;-0.1;-0.806554
ND3.5X180X2.2;0.2295;6.2036;3.5;180;-0.0006;-0.6;-4.839324
ND3.5X180X2.4;0.2295;6.743;3.5;180;-0.001;-1;-8.06554
ND3.5X180X2.6;0.2295;7.2823;3.5;180;-0.0013;-1.3;-10.485202
ND3.5X180X2.8;0.2295;7.8216;3.5;180;-0.0015;-1.5;-12.09831
ND3.5X180X3.0;0.2295;8.361;3.5;180;-0.0016;-1.6;-12.904864
ND3.5X180X3.2;0.2295;8.9003;3.5;180;-0.0017;-1.7;-13.711418
ND3.5X180X3.4;0.2295;9.4396;3.5;180;-0.0016;-1.6;-12.904864
ND3.5X180X3.6;0.2295;9.979;3.5;180;-0.0016;-1.6;-12.904864
ND3.5X180X3.8;0.2295;10.5183;3.5;180;-0.0015;-1.5;-12.09831
ND3.5X180X4.0;0.2295;11.0576;3.5;180;-0.0014;-1.4;-11.291756
ND3.5X180X4.2;0.2295;11.597;3.5;180;-0.0012;-1.2;-9.678648
ND4.5X180X0.0;0.2294;0.2709;4.5;180;0.0035;3.5;28.22939
ND4.5X180X0.2;0.2294;0.8102;4.5;180;0.0034;3.4;27.422836
ND4.5X180X0.4;0.2294;1.3495;4.5;180;0.0032;3.2;25.809728
ND4.5X180X0.6;0.2294;1.8889;4.5;180;0.0029;2.9;23.390066
ND4.5X180X0.8;0.2294;2.4282;4.5;180;0.0026;2.6;20.970404
ND4.5X180X1.0;0.2294;2.9675;4.5;180;0.0022;2.2;17.744188
ND4.5X180X1.2;0.2294;3.5069;4.5;180;0.0018;1.8;14.517972
ND4.5X180X1.4;0.2294;4.0462;4.5;180;0.0014;1.4;11.291756
ND4.5X180X1.6;0.2294;4.5855;4.5;180;0.001;1;8.06554
ND4.5X180X1.8;0.2294;5.1249;4.5;180;0.0006;0.6;4.839324
ND4.5X180X2.0;0.2294;5.6642;4.5;180;0.0002;0.2;1.613108
ND4.5X180X2.2;0.2294;6.2035;4.5;180;-0.0001;-0.1;-0.806554
ND4.5X180X2.4;0.2294;6.7429;4.5;180;-0.0004;-0.4;-3.226216
ND4.5X180X2.6;0.2294;7.2822;4.5;180;-0.0007;-0.7;-5.645878
ND4.5X180X2.8;0.2294;7.8215;4.5;180;-0.0009;-0.9;-7.258986
ND4.5X180X3.0;0.2294;8.3609;4.5;180;-0.001;-1;-8.06554
ND4.5X180X3.2;0.2294;8.9002;4.5;180;-0.001;-1;-8.06554
ND4.5X180X3.4;0.2294;9.4395;4.5;180;-0.0011;-1.1;-8.872094
ND4.5X180X3.6;0.2294;9.9789;4.5;180;-0.0011;-1.1;-8.872094
ND4.5X180X3.8;0.2294;10.5182;4.5;180;-0.001;-1;-8.06554
ND4.5X180X4.0;0.2294;11.0575;4.5;180;-0.001;-1;-8.06554
ND4.5X180X4.2;0.2294;11.5969;4.5;180;-0.0009;-0.9;-7.258986
ND5.5X180X0.0;0.2293;0.2708;5.5;180;0.0025;2.5;20.16385
ND5.5X180X0.2;0.2293;0.8101;5.5;180;0.0024;2.4;19.357296
ND5.5X180X0.4;0.2293;1.3495;5.5;180;0.0023;2.3;18.550742
ND5.5X180X0.6;0.2293;1.8888;5.5;180;0.0021;2.1;16.937634
ND5.5X180X0.8;0.2293;2.4281;5.5;180;0.0019;1.9;15.324526
ND5.5X180X1.0;0.2293;2.9675;5.5;180;0.0017;1.7;13.711418
ND5.5X180X1.2;0.2293;3.5068;5.5;180;0.0014;1.4;11.291756
ND5.5X180X1.4;0.2293;4.0461;5.5;180;0.0011;1.1;8.872094
ND5.5X180X1.6;0.2293;4.5855;5.5;180;0.0008;0.8;6.452432
ND5.5X180X1.8;0.2293;5.1248;5.5;180;0.0006;0.6;4.839324
ND5.5X180X2.0;0.2293;5.6641;5.5;180;0.0003;0.3;2.419662
ND5.5X180X2.2;0.2293;6.2035;5.5;180;0.0001;0.1;0.806554
ND5.5X180X2.4;0.2293;6.7428;5.5;180;-0.0001;-0.1;-0.806554
ND5.5X180X2.6;0.2293;7.2821;5.5;180;-0.0003;-0.3;-2.419662
ND5.5X180X2.8;0.2293;7.8215;5.5;180;-0.0005;-0.5;-4.03277
ND5.5X180X3.0;0.2293;8.3608;5.5;180;-0.0006;-0.6;-4.839324
ND5.5X180X3.2;0.2293;8.9001;5.5;180;-0.0006;-0.6;-4.839324
ND5.5X180X3.4;0.2293;9.4395;5.5;180;-0.0007;-0.7;-5.645878
ND5.5X180X3.6;0.2293;9.9788;5.5;180;-0.0007;-0.7;-5.645878
ND5.5X180X3.8;0.2293;10.5181;5.5;180;-0.0007;-0.7;-5.645878
ND5.5X180X4.0;0.2293;11.0575;5.5;180;-0.0007;-0.7;-5.645878
ND5.5X180X4.2;0.2293;11.5968;5.5;180;-0.0007;-0.7;-5.645878
ND3.5X180X45d0.0;0.2295;0.271;3.5;180;0.0052;5.2;41.940808
ND3.5X180X45d0.2;-0.1519;0.6523;3.5;180;0.005;5;40.3277
ND3.5X180X45d0.4;-0.5332;1.0337;3.4999;180;0.0046;4.6;37.101484
ND3.5X180X45d0.6;-0.9146;1.4151;3.4999;180;0.0042;4.2;33.875268
ND3.5X180X45d0.8;-1.296;1.7964;3.4998;180;0.0038;3.8;30.649052
ND3.5X180X45d1.0;-1.6773;2.1778;3.4998;180;0.0033;3.3;26.616282
ND3.5X180X45d1.2;-2.0587;2.5592;3.4997;180;0.0029;2.9;23.390066
ND3.5X180X45d1.4;-2.4401;2.9405;3.4996;180;0.0024;2.4;19.357296
ND3.5X180X45d1.6;-2.8214;3.3219;3.4996;180;0.0019;1.9;15.324526
ND3.5X180X45d1.8;-3.2028;3.7033;3.4995;180;0.0014;1.4;11.291756
ND3.5X180X45d2.0;-3.5842;4.0846;3.4995;180;0.001;1;8.06554
ND3.5X180X45d2.2;-3.9655;4.466;3.4994;180;0.0006;0.6;4.839324
ND3.5X180X45d2.4;-4.3469;4.8473;3.4994;180;0.0003;0.3;2.419662
ND3.5X180X45d2.6;-4.7283;5.2287;3.4993;180;0.0001;0.1;0.806554
ND3.5X180X45d2.8;-5.1096;5.6101;3.4992;180;-0.0001;-0.1;-0.806554
ND3.5X180X45d3.0;-5.491;5.9914;3.4992;180;-0.0001;-0.1;-0.806554
ND3.5X180X45d3.2;-5.8723;6.3728;3.4991;180;-0.0002;-0.2;-1.613108
ND3.5X180X45d3.4;-6.2537;6.7542;3.4991;180;-0.0002;-0.2;-1.613108
ND3.5X180X45d3.6;-6.6351;7.1355;3.499;180;-0.0002;-0.2;-1.613108
ND3.5X180X45d3.8;-7.0164;7.5169;3.499;180;-0.0002;-0.2;-1.613108
ND3.5X180X45d4.0;-7.3978;7.8983;3.4989;180;-0.0002;-0.2;-1.613108
ND3.5X180X45d4.2;-7.7792;8.2796;3.4988;180;-0.0002;-0.2;-1.613108
ND3.5X180X90d0.0;0.2295;0.271;3.5;180;0.0052;5.2;41.940808
ND3.5X180X90d0.2;-0.3098;0.271;3.4999;180;0.0051;5.1;41.134254
ND3.5X180X90d0.4;-0.8492;0.271;3.4998;180;0.0049;4.9;39.521146
ND3.5X180X90d0.6;-1.3885;0.271;3.4997;180;0.0046;4.6;37.101484
ND3.5X180X90d0.8;-1.9278;0.271;3.4996;180;0.0044;4.4;35.488376
ND3.5X180X90d1.0;-2.4672;0.271;3.4995;180;0.004;4;32.26216
ND3.5X180X90d1.2;-3.0065;0.271;3.4994;180;0.0037;3.7;29.842498
ND3.5X180X90d1.4;-3.5458;0.271;3.4993;180;0.0034;3.4;27.422836
ND3.5X180X90d1.6;-4.0852;0.271;3.4992;180;0.0031;3.1;25.003174
ND3.5X180X90d1.8;-4.6245;0.271;3.4991;180;0.0028;2.8;22.583512
ND3.5X180X90d2.0;-5.1638;0.271;3.499;180;0.0025;2.5;20.16385
ND3.5X180X90d2.2;-5.7032;0.271;3.4989;180;0.0022;2.2;17.744188
ND3.5X180X90d2.4;-6.2425;0.271;3.4988;180;0.002;2;16.13108
ND3.5X180X90d2.6;-6.7818;0.271;3.4987;180;0.0018;1.8;14.517972
ND3.5X180X90d2.8;-7.3212;0.271;3.4986;180;0.0016;1.6;12.904864
ND3.5X180X90d3.0;-7.8605;0.271;3.4985;180;0.0014;1.4;11.291756
ND3.5X180X90d3.2;-8.3998;0.271;3.4984;180;0.0012;1.2;9.678648
ND3.5X180X90d3.4;-8.9392;0.271;3.4983;180;0.001;1;8.06554
ND3.5X180X90d3.6;-9.4785;0.271;3.4981;180;0.0009;0.9;7.258986
ND3.5X180X90d3.8;-10.0178;0.271;3.498;180;0.0008;0.8;6.452432
ND3.5X180X90d4.0;-10.5572;0.271;3.4979;180;0.0007;0.7;5.645878
ND3.5X180X90d4.2;-11.0965;0.271;3.4978;180;0.0006;0.6;4.839324
ND4.5X180X90d0.0;0.2294;0.2709;4.5;180;0.0035;3.5;28.22939
ND4.5X180X90d0.2;-0.3099;0.2709;4.4999;180;0.0035;3.5;28.22939
ND4.5X180X90d0.4;-0.8493;0.2709;4.4998;180;0.0034;3.4;27.422836
ND4.5X180X90d0.6;-1.3886;0.2709;4.4997;180;0.0033;3.3;26.616282
ND4.5X180X90d0.8;-1.9279;0.2709;4.4996;180;0.0031;3.1;25.003174
ND4.5X180X90d1.0;-2.4673;0.2709;4.4995;180;0.0029;2.9;23.390066
ND4.5X180X90d1.2;-3.0066;0.2709;4.4994;180;0.0027;2.7;21.776958
ND4.5X180X90d1.4;-3.5459;0.2709;4.4993;180;0.0025;2.5;20.16385
ND4.5X180X90d1.6;-4.0853;0.2709;4.4992;180;0.0023;2.3;18.550742
ND4.5X180X90d1.8;-4.6246;0.2709;4.4991;180;0.0021;2.1;16.937634
ND4.5X180X90d2.0;-5.1639;0.2709;4.499;180;0.0019;1.9;15.324526
ND4.5X180X90d2.2;-5.7033;0.2709;4.4989;180;0.0018;1.8;14.517972
ND4.5X180X90d2.4;-6.2426;0.2709;4.4988;180;0.0016;1.6;12.904864
ND4.5X180X90d2.6;-6.7819;0.2709;4.4987;180;0.0014;1.4;11.291756
ND4.5X180X90d2.8;-7.3213;0.2709;4.4986;180;0.0013;1.3;10.485202
ND4.5X180X90d3.0;-7.8606;0.2709;4.4985;180;0.0011;1.1;8.872094
ND4.5X180X90d3.2;-8.3999;0.2709;4.4984;180;0.001;1;8.06554
ND4.5X180X90d3.4;-8.9393;0.2709;4.4983;180;0.0009;0.9;7.258986
ND4.5X180X90d3.6;-9.4786;0.2709;4.4981;180;0.0008;0.8;6.452432
ND4.5X180X90d3.8;-10.0179;0.2709;4.498;180;0.0007;0.7;5.645878
ND4.5X180X90d4.0;-10.5573;0.2709;4.4979;180;0.0006;0.6;4.839324
ND4.5X180X90d4.2;-11.0966;0.2709;4.4978;180;0.0006;0.6;4.839324
ND5.5X180X90d0.0;0.2293;0.2708;5.5;180;0.0025;2.5;20.16385
ND5.5X180X90d0.2;-0.3101;0.2708;5.4999;180;0.0025;2.5;20.16385
ND5.5X180X90d0.4;-0.8494;0.2708;5.4998;180;0.0024;2.4;19.357296
ND5.5X180X90d0.6;-1.3887;0.2708;5.4997;180;0.0024;2.4;19.357296
ND5.5X180X90d0.8;-1.9281;0.2708;5.4996;180;0.0023;2.3;18.550742
ND5.5X180X90d1.0;-2.4674;0.2708;5.4995;180;0.0022;2.2;17.744188
ND5.5X180X90d1.2;-3.0067;0.2708;5.4994;180;0.0021;2.1;16.937634
ND5.5X180X90d1.4;-3.5461;0.2708;5.4993;180;0.0019;1.9;15.324526
ND5.5X180X90d1.6;-4.0854;0.2708;5.4992;180;0.0018;1.8;14.517972
ND5.5X180X90d1.8;-4.6247;0.2708;5.4991;180;0.0017;1.7;13.711418
ND5.5X180X90d2.0;-5.1641;0.2708;5.499;180;0.0015;1.5;12.09831
ND5.5X180X90d2.2;-5.7034;0.2708;5.4989;180;0.0014;1.4;11.291756
ND5.5X180X90d2.4;-6.2427;0.2708;5.4988;180;0.0013;1.3;10.485202
ND5.5X180X90d2.6;-6.7821;0.2708;5.4987;180;0.0012;1.2;9.678648
ND5.5X180X90d2.8;-7.3214;0.2708;5.4986;180;0.001;1;8.06554
ND5.5X180X90d3.0;-7.8607;0.2708;5.4985;180;0.0009;0.9;7.258986
ND5.5X180X90d3.2;-8.4001;0.2708;5.4984;180;0.0008;0.8;6.452432
ND5.5X180X90d3.4;-8.9394;0.2708;5.4983;180;0.0008;0.8;6.452432
ND5.5X180X90d3.6;-9.4787;0.2708;5.4981;180;0.0007;0.7;5.645878
ND5.5X180X90d3.8;-10.0181;0.2708;5.498;180;0.0006;0.6;4.839324
ND5.5X180X90d4.0;-10.5574;0.2708;5.4979;180;0.0006;0.6;4.839324
ND5.5X180X90d4.2;-11.0967;0.2708;5.4978;180;0.0005;0.5;4.03277
ND3.5X120X45d0.0;0.2895;0.1036;3.5;120;-0.0024;-2.4;-19.357296
ND3.5X120X45d0.2;-0.0919;0.485;3.5;120;-0.0024;-2.4;-19.357296
ND3.5X120X45d0.4;-0.4733;0.8663;3.4999;120;-0.0024;-2.4;-19.357296
ND3.5X120X45d0.6;-0.8546;1.2477;3.4999;120;-0.0024;-2.4;-19.357296
ND3.5X120X45d0.8;-1.236;1.6291;3.4998;120;-0.0023;-2.3;-18.550742
ND3.5X120X45d1.0;-1.6174;2.0104;3.4998;120;-0.0022;-2.2;-17.744188
ND3.5X120X45d1.2;-1.9987;2.3918;3.4997;120;-0.0022;-2.2;-17.744188
ND3.5X120X45d1.4;-2.3801;2.7732;3.4996;120;-0.0021;-2.1;-16.937634
ND3.5X120X45d1.6;-2.7615;3.1545;3.4996;120;-0.0021;-2.1;-16.937634
ND3.5X120X45d1.8;-3.1428;3.5359;3.4995;120;-0.002;-2;-16.13108
ND3.5X120X45d2.0;-3.5242;3.9173;3.4995;120;-0.0019;-1.9;-15.324526
ND3.5X120X45d2.2;-3.9056;4.2986;3.4994;120;-0.0017;-1.7;-13.711418
ND3.5X120X45d2.4;-4.2869;4.68;3.4994;120;-0.0016;-1.6;-12.904864
ND3.5X120X45d2.6;-4.6683;5.0613;3.4993;120;-0.0015;-1.5;-12.09831
ND3.5X120X45d2.8;-5.0497;5.4427;3.4992;120;-0.0014;-1.4;-11.291756
ND3.5X120X45d3.0;-5.431;5.8241;3.4992;120;-0.0012;-1.2;-9.678648
ND3.5X120X45d3.2;-5.8124;6.2054;3.4991;120;-0.0011;-1.1;-8.872094
ND3.5X120X45d3.4;-6.1938;6.5868;3.4991;120;-0.001;-1;-8.06554
ND3.5X120X45d3.6;-6.5751;6.9682;3.499;120;-0.0009;-0.9;-7.258986
ND3.5X120X45d3.8;-6.9565;7.3495;3.4989;120;-0.0008;-0.8;-6.452432
ND3.5X120X45d4.0;-7.3379;7.7309;3.4989;120;-0.0007;-0.7;-5.645878
ND3.5X120X45d4.2;-7.7192;8.1123;3.4988;120;-0.0006;-0.6;-4.839324
ND4.5X120X45d0.0;0.2894;0.1035;4.5;120;-0.0017;-1.7;-13.711418
ND4.5X120X45d0.2;-0.092;0.4849;4.5;120;-0.0017;-1.7;-13.711418
ND4.5X120X45d0.4;-0.4734;0.8662;4.4999;120;-0.0016;-1.6;-12.904864
ND4.5X120X45d0.6;-0.8547;1.2476;4.4999;120;-0.0016;-1.6;-12.904864
ND4.5X120X45d0.8;-1.2361;1.629;4.4998;120;-0.0016;-1.6;-12.904864
ND4.5X120X45d1.0;-1.6175;2.0103;4.4998;120;-0.0016;-1.6;-12.904864
ND4.5X120X45d1.2;-1.9988;2.3917;4.4997;120;-0.0016;-1.6;-12.904864
ND4.5X120X45d1.4;-2.3802;2.7731;4.4996;120;-0.0015;-1.5;-12.09831
ND4.5X120X45d1.6;-2.7616;3.1544;4.4996;120;-0.0015;-1.5;-12.09831
ND4.5X120X45d1.8;-3.1429;3.5358;4.4995;120;-0.0014;-1.4;-11.291756
ND4.5X120X45d2.0;-3.5243;3.9172;4.4995;120;-0.0014;-1.4;-11.291756
ND4.5X120X45d2.2;-3.9057;4.2985;4.4994;120;-0.0013;-1.3;-10.485202
ND4.5X120X45d2.4;-4.287;4.6799;4.4994;120;-0.0012;-1.2;-9.678648
ND4.5X120X45d2.6;-4.6684;5.0613;4.4993;120;-0.0011;-1.1;-8.872094
ND4.5X120X45d2.8;-5.0498;5.4426;4.4992;120;-0.0011;-1.1;-8.872094
ND4.5X120X45d3.0;-5.4311;5.824;4.4992;120;-0.001;-1;-8.06554
ND4.5X120X45d3.2;-5.8125;6.2054;4.4991;120;-0.0009;-0.9;-7.258986
ND4.5X120X45d3.4;-6.1939;6.5867;4.4991;120;-0.0008;-0.8;-6.452432
ND4.5X120X45d3.6;-6.5752;6.9681;4.499;120;-0.0007;-0.7;-5.645878
ND4.5X120X45d3.8;-6.9566;7.3495;4.4989;120;-0.0007;-0.7;-5.645878
ND4.5X120X45d4.0;-7.338;7.7308;4.4989;120;-0.0006;-0.6;-4.839324
ND4.5X120X45d4.2;-7.7193;8.1122;4.4988;120;-0.0005;-0.5;-4.03277
ND5.5X120X45d0.0;0.2892;0.1034;5.5;120;-0.0012;-1.2;-9.678648
ND5.5X120X45d0.2;-0.0921;0.4848;5.5;120;-0.0012;-1.2;-9.678648
ND5.5X120X45d0.4;-0.4735;0.8662;5.4999;120;-0.0012;-1.2;-9.678648
ND5.5X120X45d0.6;-0.8549;1.2475;5.4999;120;-0.0012;-1.2;-9.678648
ND5.5X120X45d0.8;-1.2362;1.6289;5.4998;120;-0.0012;-1.2;-9.678648
ND5.5X120X45d1.0;-1.6176;2.0103;5.4998;120;-0.0011;-1.1;-8.872094
ND5.5X120X45d1.2;-1.999;2.3916;5.4997;120;-0.0011;-1.1;-8.872094
ND5.5X120X45d1.4;-2.3803;2.773;5.4996;120;-0.0011;-1.1;-8.872094
ND5.5X120X45d1.6;-2.7617;3.1544;5.4996;120;-0.0011;-1.1;-8.872094
ND5.5X120X45d1.8;-3.1431;3.5357;5.4995;120;-0.0011;-1.1;-8.872094
ND5.5X120X45d2.0;-3.5244;3.9171;5.4995;120;-0.001;-1;-8.06554
ND5.5X120X45d2.2;-3.9058;4.2985;5.4994;120;-0.001;-1;-8.06554
ND5.5X120X45d2.4;-4.2872;4.6798;5.4994;120;-0.0009;-0.9;-7.258986
ND5.5X120X45d2.6;-4.6685;5.0612;5.4993;120;-0.0009;-0.9;-7.258986
ND5.5X120X45d2.8;-5.0499;5.4426;5.4992;120;-0.0008;-0.8;-6.452432
ND5.5X120X45d3.0;-5.4313;5.8239;5.4992;120;-0.0008;-0.8;-6.452432
ND5.5X120X45d3.2;-5.8126;6.2053;5.4991;120;-0.0007;-0.7;-5.645878
ND5.5X120X45d3.4;-6.194;6.5867;5.4991;120;-0.0007;-0.7;-5.645878
ND5.5X120X45d3.6;-6.5754;6.968;5.499;120;-0.0006;-0.6;-4.839324
ND5.5X120X45d3.8;-6.9567;7.3494;5.4989;120;-0.0006;-0.6;-4.839324
ND5.5X120X45d4.0;-7.3381;7.7308;5.4989;120;-0.0005;-0.5;-4.03277
ND5.5X120X45d4.2;-7.7195;8.1121;5.4988;120;-0.0005;-0.5;-4.03277
ND3.5X120X0.0;0.2895;0.1036;3.5;120;-0.0024;-2.4;-19.357296
ND3.5X120X0.2;0.2895;0.6429;3.5;120;-0.0023;-2.3;-18.550742
ND3.5X120X0.4;0.2895;1.1823;3.5;120;-0.0021;-2.1;-16.937634
ND3.5X120X0.6;0.2895;1.7216;3.5;120;-0.0018;-1.8;-14.517972
ND3.5X120X0.8;0.2895;2.2609;3.5;120;-0.0015;-1.5;-12.09831
ND3.5X120X1.0;0.2895;2.8003;3.5;120;-0.0012;-1.2;-9.678648
ND3.5X120X1.2;0.2895;3.3396;3.5;120;-0.0009;-0.9;-7.258986
ND3.5X120X1.4;0.2895;3.8789;3.5;120;-0.0005;-0.5;-4.03277
ND3.5X120X1.6;0.2895;4.4183;3.5;120;-0.0002;-0.2;-1.613108
ND3.5X120X1.8;0.2895;4.9576;3.5;120;0;0;0
ND3.5X120X2.0;0.2895;5.4969;3.5;120;0.0003;0.3;2.419662
ND3.5X120X2.2;0.2895;6.0363;3.5;120;0.0005;0.5;4.03277
ND3.5X120X2.4;0.2895;6.5756;3.5;120;0.0006;0.6;4.839324
ND3.5X120X2.6;0.2895;7.1149;3.5;120;0.0007;0.7;5.645878
ND3.5X120X2.8;0.2895;7.6543;3.5;120;0.0008;0.8;6.452432
ND3.5X120X3.0;0.2895;8.1936;3.5;120;0.0008;0.8;6.452432
ND3.5X120X3.2;0.2895;8.7329;3.5;120;0.0008;0.8;6.452432
ND3.5X120X3.4;0.2895;9.2723;3.5;120;0.0007;0.7;5.645878
ND3.5X120X3.6;0.2895;9.8116;3.5;120;0.0007;0.7;5.645878
ND3.5X120X3.8;0.2895;10.3509;3.5;120;0.0006;0.6;4.839324
ND3.5X120X4.0;0.2895;10.8903;3.5;120;0.0006;0.6;4.839324
ND3.5X120X4.2;0.2895;11.4296;3.5;120;0.0005;0.5;4.03277
ND4.5X120X0.0;0.2894;0.1035;4.5;120;-0.0017;-1.7;-13.711418
ND4.5X120X0.2;0.2894;0.6428;4.5;120;-0.0016;-1.6;-12.904864
ND4.5X120X0.4;0.2894;1.1822;4.5;120;-0.0015;-1.5;-12.09831
ND4.5X120X0.6;0.2894;1.7215;4.5;120;-0.0013;-1.3;-10.485202
ND4.5X120X0.8;0.2894;2.2608;4.5;120;-0.0011;-1.1;-8.872094
ND4.5X120X1.0;0.2894;2.8002;4.5;120;-0.0009;-0.9;-7.258986
ND4.5X120X1.2;0.2894;3.3395;4.5;120;-0.0007;-0.7;-5.645878
ND4.5X120X1.4;0.2894;3.8788;4.5;120;-0.0005;-0.5;-4.03277
ND4.5X120X1.6;0.2894;4.4182;4.5;120;-0.0003;-0.3;-2.419662
ND4.5X120X1.8;0.2894;4.9575;4.5;120;-0.0001;-0.1;-0.806554
ND4.5X120X2.0;0.2894;5.4968;4.5;120;0.0001;0.1;0.806554
ND4.5X120X2.2;0.2894;6.0362;4.5;120;0.0002;0.2;1.613108
ND4.5X120X2.4;0.2894;6.5755;4.5;120;0.0003;0.3;2.419662
ND4.5X120X2.6;0.2894;7.1148;4.5;120;0.0004;0.4;3.226216
ND4.5X120X2.8;0.2894;7.6542;4.5;120;0.0005;0.5;4.03277
ND4.5X120X3.0;0.2894;8.1935;4.5;120;0.0005;0.5;4.03277
ND4.5X120X3.2;0.2894;8.7328;4.5;120;0.0005;0.5;4.03277
ND4.5X120X3.4;0.2894;9.2722;4.5;120;0.0005;0.5;4.03277
ND4.5X120X3.6;0.2894;9.8115;4.5;120;0.0005;0.5;4.03277
ND4.5X120X3.8;0.2894;10.3508;4.5;120;0.0005;0.5;4.03277
ND4.5X120X4.0;0.2894;10.8902;4.5;120;0.0004;0.4;3.226216
ND4.5X120X4.2;0.2894;11.4295;4.5;120;0.0004;0.4;3.226216
ND3.5X120X90d0.0;0.2895;0.1036;3.5;120;-0.0024;-2.4;-19.357296
ND3.5X120X90d0.2;-0.2499;0.1036;3.4999;120;-0.0024;-2.4;-19.357296
ND3.5X120X90d0.4;-0.7892;0.1036;3.4998;120;-0.0024;-2.4;-19.357296
ND3.5X120X90d0.6;-1.3285;0.1036;3.4997;120;-0.0024;-2.4;-19.357296
ND3.5X120X90d0.8;-1.8679;0.1036;3.4996;120;-0.0023;-2.3;-18.550742
ND3.5X120X90d1.0;-2.4072;0.1036;3.4995;120;-0.0022;-2.2;-17.744188
ND3.5X120X90d1.2;-2.9465;0.1036;3.4994;120;-0.0021;-2.1;-16.937634
